81.5999	30.0696
81.7999	30.1356
81.9999	30.2016
82.1999	30.2676
82.3999	30.3336
82.5999	30.3996
82.7999	30.4656
82.9999	30.5316
83.1999	30.5975
83.3999	30.6635
83.5999	30.7295
83.7999	30.7955
83.9999	30.8615
84.1999	30.9275
84.3999	30.9935
84.5999	31.0595
84.7999	31.1255
84.9998	31.1915
85.1998	31.2575
85.3998	31.3235
85.5998	31.3895
85.7998	31.4555
85.9998	31.5215
86.1998	31.5875
86.3998	31.6535
86.5998	31.7195
86.7998	31.7855
86.9998	31.8515
87.1998	31.9175
87.3998	31.9835
87.5998	32.0495
87.7998	32.1155
87.9998	32.1815
88.1998	32.2475
88.3998	32.3135
88.5998	32.3795
88.7998	32.4455
88.9998	32.5115
89.1998	32.5775
89.3998	32.6435
89.5998	32.7095
89.7998	32.7755
89.9998	32.8415
90.1998	32.9075
90.3998	32.9735
90.5998	33.0395
90.7998	33.1055
90.9998	33.1715
91.1998	33.2375
91.3997	33.3035
91.5997	33.3695
91.7997	33.4355
91.9997	33.5015
92.1997	33.5675
92.3997	33.6335
92.5997	33.6995
92.7997	33.7655
92.9997	33.8315
93.1997	33.8975
93.3997	33.9635
93.5997	34.0295
93.7997	34.0955
93.9997	34.1615
94.1997	34.2275
94.3997	34.2935
94.5997	34.3595
94.7997	34.4255
94.9997	34.4915
95.1997	34.5575
95.3997	34.6235
95.5997	34.6895
95.7997	34.7555
95.9997	34.8215
96.1997	34.8875
96.3997	34.9535
96.5997	35.0195
96.7997	35.0855
96.9997	35.1515
97.1997	35.2175
97.3997	35.2835
97.5997	35.3495
97.7997	35.4155
97.9996	35.4815
98.1996	35.5475
98.3996	35.6135
98.5996	35.6795
98.7996	35.7455
98.9996	35.8115
99.1996	35.8775
99.3996	35.9435
99.5996	36.0095
99.7996	36.0755
99.9996	36.1415
